SKU,Name,Cost,Quantity
DEBEBP400528,"EB Designs BC5000 Disposable-10-Pack-Cuba Cigar-40mg",72.50,0
DEBEBP400530,"EB Designs BC5000 Disposable-10-Pack-Fuji Ice-40mg",80.00,0
DEBEBP400543,"EB Designs BC5000 Disposable-10-Pack-Snoow Grape-40mg",80.00,0
DEBEBP400545,"EB Designs BC5000 Disposable-10-Pack-Snoow Ice-40mg",80.00,0
DFIFTS500601,"Fifty Bar 6500 Puff Disposable-Pack of 1-Aloe Grapple Watermelon-50mg",6.28,11
DFIFTS500617,"Fifty Bar 6500 Puff Disposable-Pack of 1-Blueberry Cereal Donut Milk-50mg",6.28,0
DFIFTS500619,"Fifty Bar 6500 Puff Disposable-Pack of 1-Cinnamon Funnel Cake-50mg",6.28,0
DFIFTS500605,"Fifty Bar 6500 Puff Disposable-Pack of 1-Diamond Peach Ice-50mg",6.28,0
DFIFTS500604,"Fifty Bar 6500 Puff Disposable-Pack of 1-Juicy Mango Melon Ice-50mg",6.28,0
DFIFTS500602,"Fifty Bar 6500 Puff Disposable-Pack of 1-Mint-50mg",6.28,83
DFIFTS500620,"Fifty Bar 6500 Puff Disposable-Pack of 1-Strawberry Cereal Donut Milk-50mg",6.28,0
DFIFTS500607,"Fifty Bar 6500 Puff Disposable-Pack of 1-Tobaccocino-50mg",6.28,0
DFIFTS500606,"Fifty Bar 6500 Puff Disposable-Pack of 1-Vanilla Custard-50mg",6.28,0
DFIFTS500603,"Fifty Bar 6500 Puff Disposable-Pack of 1-Blue Razzle Ice-50mg",6.28,0
DDUVAS500801,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Alien Invasion-50mg",6.60,0
DDUVAS500802,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Bad Berry-50mg",6.60,0
DDUVAS500803,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Brooklyn Blue-50mg",6.60,0
DDUVAS500804,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Clear-50mg",6.60,0
DDUVAS500805,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Cosmic Blast-50mg",6.60,0
DDUVAS500806,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Dummy Dream-50mg",6.60,0
DDUVAS500807,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Fizzy Lemon-50mg",6.60,0
DDUVAS500808,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Gangsta Punch-50mg",6.60,0
DDUVAS500809,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Gooba Grape-50mg",6.60,0
DDUVAS500810,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Guava Frenzy-50mg",6.60,0
DDUVAS500811,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Gummo Gummy-50mg",6.60,0
DDUVAS500812,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Kika Kiwi-50mg",6.60,4
DDUVAS500813,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-King Of Ny-50mg",6.60,0
DDUVAS500814,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Rainbow Rapper-50mg",6.60,0
DDUVAS500815,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Redd Dummy-50mg",6.60,0
DDUVAS500816,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Stoopid Strawberry-50mg",6.60,0
DDUVAS500817,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Tobacco 8-50mg",6.60,0
DDUVAS500818,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Trollz Twist-50mg",6.60,0
DDUVAS500819,"Dummy Vapes 8000 Puffs Disposable-Pack of 1-Wacky Watermelon-50mg",6.60,0
DSWKAP500618,"Snowwolf Kaos 6000 Puffs Disposable 10-Pack-Sakura Grape",65.00,0
DLUCHS500701,"Lucid Charge Disposable 7000 Puffs 12mL Single Disposable-Aloe Grape Ice",6.60,29
DLUCHS500703,"Lucid Charge Disposable 7000 Puffs 12mL Single Disposable-Birthday Cake",6.60,0
DLUCHS500704,"Lucid Charge Disposable 7000 Puffs 12mL Single Disposable-Butterscotch Custard",6.60,0
DLUCHS500709,"Lucid Charge Disposable 7000 Puffs 12mL Single Disposable-Hawaiian POG ICE",6.60,128
DLUCHS500712,"Lucid Charge Disposable 7000 Puffs 12mL Single Disposable-Orange Pineapple Soda",6.60,133
DLUCHS500705,"Lucid Charge Disposable 7000 Puffs 12mL Single Disposable-Caramel Macchiato",6.60,0
DLUCHS500711,"Lucid Charge Disposable 7000 Puffs 12mL Single Disposable-Mango Tango Ice",6.60,127
DLUCHS500719,"Lucid Charge Disposable 7000 Puffs 12mL Single Disposable-Watermelon Bubblegum Ice",6.60,114
DLUCHS500718,"Lucid Charge Disposable 7000 Puffs 12mL Single Disposable-Unflavored",6.60,0
DFFLOP500039,"Flum Float Disposable 10-Pack-50mg-Banana Ice",90.00,0
DBCBCP400501,"BC5000 Disposable-10-Pack-Beach Day-4%",76.00,0
DBCBCP400502,"BC5000 Disposable-10-Pack-Berry Mix-4%",76.00,0
DBCBCP400505,"BC5000 Disposable-10-Pack-Cranberry Grape-4%",76.00,0
DBCBCP400506,"BC5000 Disposable-10-Pack-Cranberry Puncher-4%",76.00,-1
DBCBCP400507,"BC5000 Disposable-10-Pack-Fuji Ice-4%",76.00,0
DBCBCP400508,"BC5000 Disposable-10-Pack-Lemon Mint-4%",76.00,0
DBCBCP400509,"BC5000 Disposable-10-Pack-Malibu-4%",76.00,0
DBCBCP400510,"BC5000 Disposable-10-Pack-Mango Peach-4%",76.00,0
DBCBCP400511,"BC5000 Disposable-10-Pack-Miami Mint-4%",76.00,0
DBCBCP400512,"BC5000 Disposable-10-Pack-Mixed Fruity-4%",76.00,0
DBCBCP400513,"BC5000 Disposable-10-Pack-Peach Mango Watermelon-4%",76.00,0
DBCBCP400514,"BC5000 Disposable-10-Pack-Sakura Grape-4%",76.00,0
DBCBCP400515,"BC5000 Disposable-10-Pack-Snoow Grape-4%",76.00,0
DBCBCP400516,"BC5000 Disposable-10-Pack-Snoow Ice-4%",76.00,0
DBCBCP400518,"BC5000 Disposable-10-Pack-Strawberry Ice-4%",76.00,0
DBCBCP400519,"BC5000 Disposable-10-Pack-Strawberry Kiwi-4%",76.00,0
DBCBCP400520,"BC5000 Disposable-10-Pack-Strawberry Mango-4%",76.00,0
DBCBCP400521,"BC5000 Disposable-10-Pack-Strawberry Pina Colada-4%",76.00,0
DBCBCP400522,"BC5000 Disposable-10-Pack-Strawberry Watermelon-4%",76.00,0
DBCBCP400523,"BC5000 Disposable-10-Pack-Sunset-4%",76.00,0
DBCBCP400524,"BC5000 Disposable-10-Pack-Triple Berry Ice-4%",76.00,0
DBCBCP400525,"BC5000 Disposable-10-Pack-Tropical SPOAL-4%",76.00,0
DBCBCP400526,"BC5000 Disposable-10-Pack-Watermelon Ice-4%",76.00,0
DBCBCP400503,"BC5000 Disposable-10-Pack-Blue Razz Ice-4%",76.00,0
DBCBCP400504,"BC5000 Disposable-10-Pack-Clear-4%",76.00,0
DBCBCP400517,"BC5000 Disposable-10-Pack-Strawberry Banana-4%",76.00,0
DFKRBP400702,"Funky Republic Ti7000 Disposable 4%-5-Pack-Pineapple Coconut Ice-4%",44.25,0
DFKRBP400701,"Funky Republic Ti7000 Disposable 4%-5-Pack-Pink Bomb-4%",44.25,0
DBCBCP400527,"BC5000 Disposable-10-Pack-Blueberry Pom Ice-4%",76.00,0
DBCBCP400528,"BC5000 Disposable-10-Pack-Blueberry Tobacco-4%",76.00,-1
DBCBCP400529,"BC5000 Disposable-10-Pack-Brown Tobacco-4%",76.00,0
DBCBCP400530,"BC5000 Disposable-10-Pack-Cherry Lemon Mint-4%",76.00,0
DBCBCP400531,"BC5000 Disposable-10-Pack-Cuba Cigar-4%",76.00,0
DBCBCP400532,"BC5000 Disposable-10-Pack-Kopi Tobacco-4%",76.00,0
DBCBCP400533,"BC5000 Disposable-10-Pack-Orange Pear Nectar-4%",76.00,0
DBCBCP400534,"BC5000 Disposable-10-Pack-Peach Ice-4%",76.00,0
DBCBCP400535,"BC5000 Disposable-10-Pack-Pineapple Coconut Ice-4%",76.00,0
DBCBCP400536,"BC5000 Disposable-10-Pack-Pineapple Orange Mint-4%",76.00,0
DBCBCP400537,"BC5000 Disposable-10-Pack-Strawberry Passionfruit Duo Ice-4%",76.00,0
DBCBCP400538,"BC5000 Disposable-10-Pack-Strawberry Pear Orange Ice-4%",76.00,0
DBCBCP400539,"BC5000 Disposable-10-Pack-Strawberry Raspberry Cherry Ice-4%",76.00,0
DBCBCP400540,"BC5000 Disposable-10-Pack-Strawberry Tobacco-4%",76.00,0
DBCBCP400541,"BC5000 Disposable-10-Pack-Strawlemon Ice-4%",76.00,0
DBCBCP400542,"BC5000 Disposable-10-Pack-Watermelon Bubblegum-4%",76.00,0
DLMMOP400513,"Lost Mary MO5000 4% Disposable-5-Pack-Strawberry Ice-4%",40.50,0
DECBCP400504,"EBCREATE BC5000 Disposable-10-Pack-Peach Berry-4%",76.00,0
DECBCP400502,"EBCREATE BC5000 Disposable-10-Pack-Clear-4%",76.00,0
DECBCP400503,"EBCREATE BC5000 Disposable-10-Pack-Mango Peach-4%",76.00,0
DECBCP400501,"EBCREATE BC5000 Disposable-10-Pack-Berry Mix-4%",76.00,0
DECBCP400505,"EBCREATE BC5000 Disposable-10-Pack-Peach Mango Watermelon-4%",76.00,0
DECBCP400506,"EBCREATE BC5000 Disposable-10-Pack-Sakura Grape-4%",76.00,0
DECBCP400507,"EBCREATE BC5000 Disposable-10-Pack-Strawberry Pina Colada-4%",76.00,0
DBCBCP400544,"BC5000 Disposable-10-Pack-Pineapple Strawnana-4%",76.00,0
DBCBCP400543,"BC5000 Disposable-10-Pack-Peach Berry-4%",76.00,0
DPALAP500801,"Palax KC8000 Disposable-5-Pack-Apple Lemon Mint-5%",38.00,0
DPALAP500802,"Palax KC8000 Disposable-5-Pack-Blue Razz Slushi-5%",38.00,0
DPALAP500803,"Palax KC8000 Disposable-5-Pack-Cotton Candy-5%",38.00,0
DPALAP500804,"Palax KC8000 Disposable-5-Pack-Dragon Bear-5%",38.00,0
DPALAP500805,"Palax KC8000 Disposable-5-Pack-Fresh Mint-5%",38.00,0
DPALAP500806,"Palax KC8000 Disposable-5-Pack-Lush Peach Dew-5%",38.00,0
DPALAP500807,"Palax KC8000 Disposable-5-Pack-Mango Aloe Ice-5%",38.00,0
DPALAP500808,"Palax KC8000 Disposable-5-Pack-Mix Bears-5%",38.00,0
DPALAP500809,"Palax KC8000 Disposable-5-Pack-Mix Hard Candy-5%",38.00,0
DPALAP500810,"Palax KC8000 Disposable-5-Pack-Straw Gummy Lemonade-5%",38.00,0
DPALAP500811,"Palax KC8000 Disposable-5-Pack-Straw Ice Cream-5%",38.00,0
CWHITP000003,"Whip-It! N2O Cream Chargers-50 Pack",21.25,0
DFLPBP500639,"Flum Pebble X 6000 Puffs Disposable-Black Icy-50 mg-Pack of 10",90.00,20
DFLPBP500640,"Flum Pebble X 6000 Puffs Disposable-Blue Icy-50 mg-Pack of 10",90.00,20
DFLPBP500641,"Flum Pebble X 6000 Puffs Disposable-Sunshine Icy-50 mg-Pack of 10",90.00,0
WP-168433BL,"8"" Neon Color Trumpet Glass Water Pipe with Diamond Perc-Blue",36.99,0
WP-168204AR,"11"" Chill Glass Percolated Water Pipe-Amber",38.99,0
WP-168311PK,"11.5&quot; Rose Showerhead Percolator Glass Water Pipe-Pink",34.99,0
WP-168311PE,"11.5&quot; Rose Showerhead Percolator Glass Water Pipe-Purple",34.99,0
WP-16823PK,"10"" Fish Recyler Glass Water Pipe-Pink",47.99,0
WP-168316PK,"7.5"" Chill Glass Golf Ball Water Pipe-Pink",21.99,0
WP-168414BL,"18.5"" Chill Glass Water Pipe with Bubble and Percolator-Blue",59.99,0
DLOMYP400506,"Lost Mary OS5000 4% Disposable-10-Pack-Mad Blue-4%",80.00,0
DLOMYP400507,"Lost Mary OS5000 4% Disposable-10-Pack-Mary Dream-4%",80.00,0
DLOMYP400508,"Lost Mary OS5000 4% Disposable-10-Pack-Sakura Berry Peach Ice-4%",80.00,0
DLOMYP400509,"Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Lemonade-4%",80.00,0
DLOMYP400510,"Lost Mary OS5000 4% Disposable-10-Pack-Watermelon Lemon-4%",80.00,0
DLOMYP400511,"Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Pina Colada-4%",80.00,0
DLOMYP400512,"Lost Mary OS5000 4% Disposable-10-Pack-Watermelon-4%",80.00,0
DLOMYP400513,"Lost Mary OS5000 4% Disposable-10-Pack-Black Lemonade-4%",80.00,0
DLOMYP400514,"Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Watermelon-4%",80.00,0
DFKRBP400703,"Funky Republic Ti7000 Disposable 4%-5-Pack-Passion Fruit Kiwi Lime-4%",44.25,0
DFKRBP400704,"Funky Republic Ti7000 Disposable 4%-5-Pack-Peach Mango Watermelon-4%",44.25,0
DFKRBP400705,"Funky Republic Ti7000 Disposable 4%-5-Pack-Pomelo Pearl Grape-4%",44.25,0
DFKRBP400706,"Funky Republic Ti7000 Disposable 4%-5-Pack-Rainbow Cloudz-4%",44.25,0
DFKRBP400707,"Funky Republic Ti7000 Disposable 4%-5-Pack-Tropical Island-4%",44.25,0
DFKRBP400708,"Funky Republic Ti7000 Disposable 4%-5-Pack-Tropical Rainbow Blast-4%",44.25,0
DFKRBP400709,"Funky Republic Ti7000 Disposable 4%-5-Pack-Watermelon Ice-4%",44.25,0
DFKRBP400710,"Funky Republic Ti7000 Disposable 4%-5-Pack-Blueberry Duo Ice-4%",44.25,0
DFKRBP400711,"Funky Republic Ti7000 Disposable 4%-5-Pack-Ice Mint-4%",44.25,0
DFKRBP400712,"Funky Republic Ti7000 Disposable 4%-5-Pack-Melon Berry Bomb Ice-4%",44.25,0
DFKRBP400713,"Funky Republic Ti7000 Disposable 4%-5-Pack-Strawberry Duo Ice-4%",44.25,0
DFKRBP400714,"Funky Republic Ti7000 Disposable 4%-5-Pack-Watermelon Nana Duo Ice-4%",44.25,0
DLMMOP400518,"Lost Mary MO5000 4% Disposable-5-Pack-Strawberry Watermelon Ice-4%",40.50,0
DLMMOP400519,"Lost Mary MO5000 4% Disposable-5-Pack-Triple Berry Ice-4%",40.50,0
DLMMOP400520,"Lost Mary MO5000 4% Disposable-5-Pack-Tropical Fruit-4%",40.50,0
DLMMOP400521,"Lost Mary MO5000 4% Disposable-5-Pack-Blackcurrant Mint-4%",40.50,0
DLMMOP400522,"Lost Mary MO5000 4% Disposable-5-Pack-Fuji Duo Ice-4%",40.50,0
DLMMOP400523,"Lost Mary MO5000 4% Disposable-5-Pack-Kiwi Dragon Duo Ice-4%",40.50,0
DLMMOP400514,"Lost Mary MO5000 4% Disposable-5-Pack-Guava Ice-4%",40.50,0
DLMMOP400515,"Lost Mary MO5000 4% Disposable-5-Pack-Miami Mint-4%",40.50,0
DLMMOP400516,"Lost Mary MO5000 4% Disposable-5-Pack-Plum Rose Mint-4%",40.50,17
DLVOBP500729,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Miami Mint",58.50,0
DLVOBP500730,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Watermelon Ice",58.50,0
DLVOBP500726,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Ice Cap",58.50,7
DLVOBP500727,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Colombia Coffee Ice",58.50,0
DLVOBP500728,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Mexican Mango Ice",58.50,3
DPYNEP500801,"Pyne Pod 8500 Puffs Disposable-Blueberry Raspberry-5-Pack-50 mg",33.00,0
DPYNEP500802,"Pyne Pod 8500 Puffs Disposable-Cantaloupe Apple-5-Pack-50 mg",33.00,0
DPYNEP500803,"Pyne Pod 8500 Puffs Disposable-Clear-5-Pack-50 mg",33.00,0
DPYNEP500804,"Pyne Pod 8500 Puffs Disposable-Colombian Coffee-5-Pack-50 mg",33.00,0
DPYNEP500805,"Pyne Pod 8500 Puffs Disposable-Cool Mint-5-Pack-50 mg",33.00,-1
DPYNEP500806,"Pyne Pod 8500 Puffs Disposable-Fizzy Cherry-5-Pack-50 mg",33.00,0
DPYNEP500807,"Pyne Pod 8500 Puffs Disposable-Kiwi Passionfruit Guava-5-Pack-50 mg",33.00,0
DPYNEP500808,"Pyne Pod 8500 Puffs Disposable-Lemon Lime-5-Pack-50 mg",33.00,0
DPYNEP500809,"Pyne Pod 8500 Puffs Disposable-Mango Passion Fruit-5-Pack-50 mg",33.00,0
DPYNEP500810,"Pyne Pod 8500 Puffs Disposable-Sakura Grape-5-Pack-50 mg",33.00,0
DPYNEP500811,"Pyne Pod 8500 Puffs Disposable-Strawberry Banana-5-Pack-50 mg",33.00,0
DPYNEP500812,"Pyne Pod 8500 Puffs Disposable-Strawberry Watermelon-5-Pack-50 mg",33.00,0
DPYNEP500813,"Pyne Pod 8500 Puffs Disposable-Watermelon Bubble Gum-5-Pack-50 mg",33.00,0
DPYNEP500814,"Pyne Pod 8500 Puffs Disposable-White Gummy-5-Pack-50 mg",33.00,0
DLUCHP500711,"Lucid Charge Disposable 7000 Puffs 10-Pack-Aloe Grape Ice",76.00,0
DLUCHP500712,"Lucid Charge Disposable 7000 Puffs 10-Pack-Birthday Cake",76.00,0
DLUCHP500713,"Lucid Charge Disposable 7000 Puffs 10-Pack-Butterscotch Custard",76.00,0
DLUCHP500714,"Lucid Charge Disposable 7000 Puffs 10-Pack-White Gummy",76.00,0
DLUCHP500715,"Lucid Charge Disposable 7000 Puffs 10-Pack-Hawaiian Pog Ice",76.00,0
DLUCHP500716,"Lucid Charge Disposable 7000 Puffs 10-Pack-Orange Pineapple Soda",76.00,0
DLUCHP500717,"Lucid Charge Disposable 7000 Puffs 10-Pack-Caramel Macchiato",76.00,0
DLUCHP500718,"Lucid Charge Disposable 7000 Puffs 10-Pack-Mango Tango Ice",76.00,0
DLUCHP500719,"Lucid Charge Disposable 7000 Puffs 10-Pack-Peach Apple Pear Ice",76.00,0
DLUCHP500720,"Lucid Charge Disposable 7000 Puffs 10-Pack-Watermelon Bubblegum Ice",76.00,0
DLUCHP500721,"Lucid Charge Disposable 7000 Puffs 10-Pack-Unflavored",76.00,0
DSWICP500716,"SWFT Icon 7500 Puffs Disposable-10 Pack-Triple Berry-5.0%",81.00,0
DSWICP500701,"SWFT Icon 7500 Puffs Disposable-10 Pack-Apple Melon Ice-5.0%",81.00,0
DSWICP500703,"SWFT Icon 7500 Puffs Disposable-10 Pack-Blue Razz Berry Ice-5.0%",81.00,0
DSWICP500705,"SWFT Icon 7500 Puffs Disposable-10 Pack-Coco Milkshake-5.0%",81.00,-1
DSWICP500707,"SWFT Icon 7500 Puffs Disposable-10 Pack-Lemon Mist Ice-5.0%",81.00,0
DSWICP500708,"SWFT Icon 7500 Puffs Disposable-10 Pack-Peach Jelly-5.0%",81.00,0
DSWICP500714,"SWFT Icon 7500 Puffs Disposable-10 Pack-Sweet Grape Ice-5.0%",81.00,0
DSWICP500715,"SWFT Icon 7500 Puffs Disposable-10 Pack-Sweet Ripe Mango Ice-5.0%",81.00,0
DSWICP500717,"SWFT Icon 7500 Puffs Disposable-10 Pack-Tropical Blend-5.0%",81.00,0
DSWICP500718,"SWFT Icon 7500 Puffs Disposable-10 Pack-Watermelon Appleberry-5.0%",81.00,0
DSWICP500704,"SWFT Icon 7500 Puffs Disposable-10 Pack-Clear-5.0%",81.00,0
DSWICP500706,"SWFT Icon 7500 Puffs Disposable-10 Pack-Cool Mint-5.0%",81.00,0
DSWICP500710,"SWFT Icon 7500 Puffs Disposable-10 Pack-Sour Apple-5.0%",81.00,0
DSWICP500719,"SWFT Icon 7500 Puffs Disposable-10 Pack-Watermelon Bubblegum-5.0%",81.00,0
DSWICP500711,"SWFT Icon 7500 Puffs Disposable-10 Pack-Strawberry Milkshake-5.0%",81.00,0
DSWICP500702,"SWFT Icon 7500 Puffs Disposable-10 Pack-Blue Cotton Candy-5.0%",81.00,0
DSWICP500709,"SWFT Icon 7500 Puffs Disposable-10 Pack-Rainbow Candy-5.0%",81.00,0
DSWICP500720,"SWFT Icon 7500 Puffs Disposable-10 Pack-White Gummy-5.0%",81.00,0
DSWICP500713,"SWFT Icon 7500 Puffs Disposable-10 Pack-Strawberry Watermelon Ice-5.0%",81.00,0
DSWICP500712,"SWFT Icon 7500 Puffs Disposable-10 Pack-Strawberry Roll Up-5.0%",81.00,0
DSWFTP500507,"SWFT Mod 5000 Puffs Disposable 10-Pack-Cotton Candy-5.0%",75.00,0
DSWFTP500509,"SWFT Mod 5000 Puffs Disposable 10-Pack-Grape Appleberry-5.0%",75.00,0
DSWFTP500510,"SWFT Mod 5000 Puffs Disposable 10-Pack-Grape Ice-5.0%",75.00,0
DSWFTP500511,"SWFT Mod 5000 Puffs Disposable 10-Pack-Gummy Bear-5.0%",75.00,0
DSWFTP500512,"SWFT Mod 5000 Puffs Disposable 10-Pack-Honeydew Ice-5.0%",75.00,0
DSWFTP500513,"SWFT Mod 5000 Puffs Disposable 10-Pack-Jolly Green-5.0%",75.00,0
DSWFTP500514,"SWFT Mod 5000 Puffs Disposable 10-Pack-Kiwi Berry Ice-5.0%",75.00,0
DSWFTP500517,"SWFT Mod 5000 Puffs Disposable 10-Pack-Mango Coconut-5.0%",75.00,0
DSWFTP500518,"SWFT Mod 5000 Puffs Disposable 10-Pack-Mojito-5.0%",75.00,0
DSWFTP500519,"SWFT Mod 5000 Puffs Disposable 10-Pack-Peach Mango-5.0%",75.00,0
DSWFTP500521,"SWFT Mod 5000 Puffs Disposable 10-Pack-Pina Colada-5.0%",75.00,0
DSWFTP500522,"SWFT Mod 5000 Puffs Disposable 10-Pack-Pineapple Punch-5.0%",75.00,0
DSWFTP500523,"SWFT Mod 5000 Puffs Disposable 10-Pack-Pink Lemonade Slush-5.0%",75.00,0
DSWFTP500524,"SWFT Mod 5000 Puffs Disposable 10-Pack-Purple Razz-5.0%",75.00,0
DSWFTP500525,"SWFT Mod 5000 Puffs Disposable 10-Pack-Raspberry Lush Ice-5.0%",75.00,0
DSWFTP500526,"SWFT Mod 5000 Puffs Disposable 10-Pack-Red Energy-5.0%",75.00,0
DSWFTP500527,"SWFT Mod 5000 Puffs Disposable 10-Pack-Spearmint-5.0%",75.00,0
DSWFTP500528,"SWFT Mod 5000 Puffs Disposable 10-Pack-Strawberry Lush Ice-5.0%",75.00,0
DSWFTP500529,"SWFT Mod 5000 Puffs Disposable 10-Pack-Strawberry Roll Up-5.0%",75.00,0
DSWFTP500530,"SWFT Mod 5000 Puffs Disposable 10-Pack-Strawberry Wafer-5.0%",75.00,0
DSWFTP500532,"SWFT Mod 5000 Puffs Disposable 10-Pack-White Peach Ice-5.0%",75.00,0
DSWFTP500520,"SWFT Mod 5000 Puffs Disposable 10-Pack-Peppermint-5.0%",75.00,0
DSWFTP500501,"SWFT Mod 5000 Puffs Disposable 10-Pack-Berry Blast-5.0%",75.00,0
DSWFTP500516,"SWFT Mod 5000 Puffs Disposable 10-Pack-Lychee Berry Ice-5.0%",75.00,0
DSWFTP500504,"SWFT Mod 5000 Puffs Disposable 10-Pack-Bubble Gum-5.0%",75.00,0
DSWFTP500502,"SWFT Mod 5000 Puffs Disposable 10-Pack-Blue Razz Ice-5.0%",75.00,0
DSWFTP500503,"SWFT Mod 5000 Puffs Disposable 10-Pack-Blueberry Ice-5.0%",75.00,0
DSWFTP500505,"SWFT Mod 5000 Puffs Disposable 10-Pack-Clear-5.0%",75.00,0
DSWFTP500506,"SWFT Mod 5000 Puffs Disposable 10-Pack-Cool Mint-5.0%",75.00,0
DSWFTP500508,"SWFT Mod 5000 Puffs Disposable 10-Pack-Frozen Banana-5.0%",75.00,0
DSWFTP500515,"SWFT Mod 5000 Puffs Disposable 10-Pack-Lush Ice-5.0%",75.00,0
DSWFTP500531,"SWFT Mod 5000 Puffs Disposable 10-Pack-Tobacco-5.0%",75.00,0
DNOVOP500916,"SMOK Novo Bar AL9000 9000 Puffs Disposable-5-Pack-Alphonso Mango-5.0%",31.75,0
DNOVOP500917,"SMOK Novo Bar AL9000 9000 Puffs Disposable-5-Pack-Dragon Fruit Strawberry-5.0%",31.75,0
DNOVOP500918,"SMOK Novo Bar AL9000 9000 Puffs Disposable-5-Pack-Raspberry Sour Apple-5.0%",31.75,0
DNOVOP500919,"SMOK Novo Bar AL9000 9000 Puffs Disposable-5-Pack-Rainbow Burst-5.0%",31.75,0
DNOVOP500920,"SMOK Novo Bar AL9000 9000 Puffs Disposable-5-Pack-Tobacco-5.0%",31.75,0
DNOVOP500921,"SMOK Novo Bar AL9000 9000 Puffs Disposable-5-Pack-White Grape Ice-5.0%",31.75,0
DNOVOP500922,"SMOK Novo Bar AL9000 9000 Puffs Disposable-5-Pack-Peach Pear-5.0%",31.75,0
ALOHA7MT3SGB,"Aloha Sun 7000 Puffs Disposable Samples Box *Only*",0.00,0
DALHSS500701,"Aloha Sun 7000 Puffs Disposable 3-Pack Samples Box-3-Pack-American Tobacco-5.0%",5.00,0
DALHSS500703,"Aloha Sun 7000 Puffs Disposable 3-Pack Samples Box-3-Pack-Daddy Chill-5.0%",15.00,0
DALHSS500704,"Aloha Sun 7000 Puffs Disposable 3-Pack Samples Box-3-Pack-Kiberry Ice-5.0%",5.00,0
DALHSS500705,"Aloha Sun 7000 Puffs Disposable 3-Pack Samples Box-3-Pack-Ocean Sonics-5.0%",15.00,0
DALHSS500708,"Aloha Sun 7000 Puffs Disposable 3-Pack Samples Box-3-Pack-Tiger Blood-5.0%",5.00,0
DALHSS500709,"Aloha Sun 7000 Puffs Disposable 3-Pack Samples Box-3-Pack-White Gummy Ice-5.0%",5.00,0
DALHSS500707,"Aloha Sun 7000 Puffs Disposable 3-Pack Samples Box-3-Pack-Strawberry Guava-5.0%",5.00,0
DALHSS500706,"Aloha Sun 7000 Puffs Disposable 3-Pack Samples Box-3-Pack-Pink-5.0%",5.00,0
DALHSS500702,"Aloha Sun 7000 Puffs Disposable 3-Pack Samples Box-3-Pack-Blue Dreams-5.0%",15.00,0
DALHSS500710,"Aloha Sun 7000 Puffs Disposable 3-Pack Samples Box-3-Pack-White Peach Ice-5.0%",5.00,0
DLMBMP500303,"Lost Mary BM5000 Puffs Disposable-10-Pack-Cotton Candy",51.00,0
DLMBMP500315,"Lost Mary BM5000 Puffs Disposable-10-Pack-Strawberry Ice Cream",51.00,0
DLMBMP500306,"Lost Mary BM5000 Puffs Disposable-10-Pack-Fruit Punch",51.00,0
DLMBMP500305,"Lost Mary BM5000 Puffs Disposable-10-Pack-Energy",51.00,0
DLMBMP500302,"Lost Mary BM5000 Puffs Disposable-10-Pack-Cherry Peach Lemonade",51.00,0
DLMBMP500307,"Lost Mary BM5000 Puffs Disposable-10-Pack-Grape Apple Ice",51.00,0
DLMBMP500308,"Lost Mary BM5000 Puffs Disposable-10-Pack-Gummy Bears",51.00,0
DLMBMP500304,"Lost Mary BM5000 Puffs Disposable-10-Pack-Cranberry Soda",51.00,0
DLMBMP500309,"Lost Mary BM5000 Puffs Disposable-10-Pack-Lemon Lime Ice",51.00,0
DLMBMP500310,"Lost Mary BM5000 Puffs Disposable-10-Pack-Moscow Crush",51.00,0
DLMBMP500313,"Lost Mary BM5000 Puffs Disposable-10-Pack-Sour Mouth",51.00,0
DLMBMP500311,"Lost Mary BM5000 Puffs Disposable-10-Pack-Peach Ice Tea",51.00,0
DLMBMP500312,"Lost Mary BM5000 Puffs Disposable-10-Pack-Root",51.00,0
DLMBMP500301,"Lost Mary BM5000 Puffs Disposable-10-Pack-Blueberry Raspberry Cherry",51.00,0
